Dates,Category,Descript,DayOfWeek,PdDistrict,Resolution,Address,X,Y
01/06/2015 0:45,VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS",Tuesday,NORTHERN,"ARREST, BOOKED",1400 Block of LOMBARD ST,-122.4254035,37.80131307
01/06/2015 0:40,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Tuesday,INGLESIDE,NONE,100 Block of TIOGA AV,-122.4066691,37.71693899
01/06/2015 0:36,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Tuesday,MISSION,"ARREST, CITED",17TH ST / CAPP ST,-122.4184863,37.76349544
01/06/2015 0:30,ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Tuesday,CENTRAL,NONE,1100 Block of COLUMBUS AV,-122.4169767,37.80506978
01/06/2015 0:21,FORGERY/COUNTERFEITING,"FORGERY, NOTES",Tuesday,BAYVIEW,NONE,300 Block of PRINCETON ST,-122.4149365,37.72526859
01/06/2015 0:15,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Tuesday,INGLESIDE,"ARREST, CITED",GENEVA AV / NAPLES ST,-122.4361771,37.71420894
01/06/2015 0:05,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Tuesday,SOUTHERN,NONE,200 Block of FOLSOM ST,-122.3923477,37.78906036
01/06/2015 0:02,OTHER OFFENSES,TRAFFIC VIOLATION,Tuesday,INGLESIDE,"ARREST, BOOKED",MONTEREY BL / DIAMOND ST,-122.4344445,37.73253483
01/06/2015 0:01,FRAUD,"CREDIT CARD, THEFT BY USE OF",Tuesday,MISSION,NONE,MARKET ST / CHURCH ST,-122.42895,37.76750273
01/06/2015 0:01,NON-CRIMINAL,LOST PROPERTY,Tuesday,MISSION,NONE,MARKET ST / CHURCH ST,-122.42895,37.76750273
01/06/2015 0:01,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Tuesday,TARAVAL,NONE,100 Block of EUCALYPTUS DR,-122.4738145,37.7311391
01/06/2015 0:01,FRAUD,"CREDIT CARD, THEFT BY USE OF",Tuesday,BAYVIEW,NONE,300 Block of CONNECTICUT ST,-122.3975012,37.76186525
01/06/2015 0:01,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Tuesday,TENDERLOIN,NONE,ELLIS ST / MASON ST,-122.4094999,37.78528427
01/06/2015 0:01,ASSAULT,"FIREARM, DISCHARGING IN GROSSLY NEGLIGENT MANNER",Tuesday,BAYVIEW,NONE,1600 Block of NEWCOMB AV,-122.3900694,37.73546146
01/06/2015 0:01,OTHER OFFENSES,FALSE PERSONATION TO RECEIVE MONEY OR PROPERTY,Tuesday,NORTHERN,NONE,300 Block of HAIGHT ST,-122.4279851,37.77236414
01/06/2015 0:01,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,RICHMOND,NONE,FULTON ST / 6TH AV,-122.4637499,37.77362241
01/06/2015 0:01,ASSAULT,ASSAULT,Tuesday,TARAVAL,NONE,32ND AV / NORIEGA ST,-122.490401,37.75362528
01/06/2015 0:01,FRAUD,DEFRAUDING AN INNKEEPER,Tuesday,TARAVAL,NONE,1000 Block of TARAVAL ST,-122.4773145,37.7430335
01/06/2015 0:01,FRAUD,"CREDIT CARD, THEFT BY USE OF",Tuesday,PARK,NONE,1500 Block of MCALLISTER ST,-122.437558,37.7779525
01/06/2015 0:01,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Tuesday,BAYVIEW,NONE,1600 Block of NEWCOMB AV,-122.3900694,37.73546146
01/05/2015 23:55,VEHICLE THEFT,STOLEN MOTORCYCLE,Monday,MISSION,NONE,1100 Block of YORK ST,-122.4081954,37.75364147
01/05/2015 23:24,SUICIDE,ATTEMPTED SUICIDE,Monday,BAYVIEW,EXCEPTIONAL CLEARANCE,25TH ST / PENNSYLVANIA AV,-122.3926403,37.75254384
01/05/2015 23:23,OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Monday,CENTRAL,NONE,KEARNY ST / WASHINGTON ST,-122.4049603,37.7953262
01/05/2015 23:20,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Monday,TENDERLOIN,UNFOUNDED,100 Block of ELLIS ST,-122.4082707,37.78549414
01/05/2015 23:20,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Monday,TENDERLOIN,UNFOUNDED,100 Block of ELLIS ST,-122.4082707,37.78549414
01/05/2015 23:20,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Monday,TENDERLOIN,NONE,100 Block of ELLIS ST,-122.4082707,37.78549414
01/05/2015 23:00,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Monday,INGLESIDE,NONE,0 Block of 29TH ST,-122.4223469,37.74401462
01/05/2015 23:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Monday,SOUTHERN,NONE,700 Block of HOWARD ST,-122.401561,37.78408887
01/05/2015 23:00,SEX OFFENSES FORCIBLE,"RAPE, SPOUSAL",Monday,RICHMOND,NONE,600 Block of 6TH AV,-122.4638727,37.77628713
01/05/2015 23:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Monday,INGLESIDE,"ARREST, BOOKED",GENEVA AV / ATHENS ST,-122.4345398,37.71347494
01/05/2015 23:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,BAYVIEW,NONE,1700 Block of SILVER AV,-122.4031252,37.73383521
01/05/2015 23:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,BAYVIEW,NONE,100 Block of TOPEKA AV,-122.3981538,37.73340365
01/05/2015 23:00,ASSAULT,INFLICT INJURY ON COHABITEE,Monday,RICHMOND,NONE,600 Block of 6TH AV,-122.4638727,37.77628713
01/05/2015 22:49,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Monday,INGLESIDE,"ARREST, CITED",MISSION ST / GENEVA AV,-122.4410181,37.71645868
01/05/2015 22:43,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Monday,SOUTHERN,"ARREST, BOOKED",800 Block of BRYANT ST,-122.4034048,37.77542071
01/05/2015 22:43,WARRANTS,WARRANT ARREST,Monday,SOUTHERN,"ARREST, BOOKED",800 Block of BRYANT ST,-122.4034048,37.77542071
01/05/2015 22:42,OTHER OFFENSES,RESISTING ARREST,Monday,MISSION,"ARREST, BOOKED",14TH ST / MINNA ST,-122.4192268,37.76831796
01/05/2015 22:42,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Monday,MISSION,"ARREST, BOOKED",14TH ST / MINNA ST,-122.4192268,37.76831796
01/05/2015 22:37,ASSAULT,BATTERY,Monday,INGLESIDE,"ARREST, BOOKED",0 Block of 30TH ST,-122.4226345,37.74227943
01/05/2015 22:30,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Monday,PARK,NONE,600 Block of BRODERICK ST,-122.4396838,37.77619641
01/05/2015 22:30,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Monday,SOUTHERN,"ARREST, BOOKED",1100 Block of MARKET ST,-122.4135641,37.77951403
01/05/2015 22:23,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Monday,RICHMOND,NONE,WASHINGTON ST / SPRUCE ST,-122.4539447,37.78909675
01/05/2015 22:00,VANDALISM,"MALICIOUS MISCHIEF, TIRE SLASHING",Monday,CENTRAL,NONE,800 Block of VALLEJO ST,-122.4112809,37.79821274
01/05/2015 22:00,NON-CRIMINAL,LOST PROPERTY,Monday,SOUTHERN,NONE,MARKET ST / OFARRELL ST,-122.4045875,37.78673168
01/05/2015 22:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,SOUTHERN,NONE,5TH ST / FOLSOM ST,-122.4033904,37.78026558
01/05/2015 22:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Monday,BAYVIEW,NONE,PALOU AV / QUINT ST,-122.3965167,37.73715647
01/05/2015 22:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,PARK,NONE,SCOTT ST / FULTON ST,-122.4365076,37.77706723
01/05/2015 22:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,INGLESIDE,NONE,2400 Block of SAN JOSE AV,-122.4483035,37.71867248
01/05/2015 21:59,OTHER OFFENSES,PUBLIC TRANSIT CRIMES - INFRACTIONS,Monday,BAYVIEW,"ARREST, BOOKED",23RD ST / 3RD ST,-122.3880041,37.75538983
01/05/2015 21:59,ASSAULT,BATTERY OF A POLICE OFFICER,Monday,BAYVIEW,"ARREST, BOOKED",23RD ST / 3RD ST,-122.3880041,37.75538983
01/05/2015 21:59,OTHER OFFENSES,RESISTING ARREST,Monday,BAYVIEW,"ARREST, BOOKED",23RD ST / 3RD ST,-122.3880041,37.75538983
01/05/2015 21:31,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Monday,MISSION,NONE,3300 Block of 17TH ST,-122.4210997,37.76328157
01/05/2015 21:30,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Monday,MISSION,NONE,2000 Block of MARKET ST,-122.4276823,37.7683148
01/05/2015 21:30,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,CENTRAL,NONE,100 Block of JEFFERSON ST,-122.41501,37.80836982
01/05/2015 21:25,ASSAULT,BATTERY OF A POLICE OFFICER,Monday,PARK,"ARREST, CITED",400 Block of PARNASSUS AV,-122.4582208,37.7633124
01/05/2015 21:18,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Monday,CENTRAL,NONE,GRANT AV / BUSH ST,-122.4055754,37.79056413
01/05/2015 21:17,TRESPASS,TRESPASSING,Monday,SOUTHERN,"ARREST, BOOKED",0 Block of FOLSOM ST,-122.3904625,37.79039397
01/05/2015 21:15,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,NORTHERN,NONE,CHESTNUT ST / OCTAVIA ST,-122.4296711,37.80165434
01/05/2015 21:15,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Monday,NORTHERN,NONE,CHESTNUT ST / OCTAVIA ST,-122.4296711,37.80165434
01/05/2015 21:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,MISSION,NONE,VALENCIA ST / 23RD ST,-122.4208144,37.75370319
01/05/2015 21:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Monday,TARAVAL,"ARREST, BOOKED",2600 Block of 22ND AV,-122.4785018,37.73823346
01/05/2015 21:00,NON-CRIMINAL,CASE CLOSURE,Monday,TARAVAL,"ARREST, BOOKED",2200 Block of 35TH AV,-122.4931007,37.74507173
01/05/2015 21:00,NON-CRIMINAL,CASE CLOSURE,Monday,TARAVAL,"ARREST, BOOKED",2600 Block of 22ND AV,-122.4785018,37.73823346
01/05/2015 21:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.4034048,37.77542071
01/05/2015 21:00,BURGLARY,"BURGLARY, FORCIBLE ENTRY",Monday,SOUTHERN,NONE,0 Block of 1ST ST,-122.3977924,37.78985838
01/05/2015 21:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Monday,SOUTHERN,NONE,HARRISON ST / 4TH ST,-122.3996176,37.78079066
01/05/2015 21:00,VEHICLE THEFT,STOLEN TRUCK,Monday,TARAVAL,"ARREST, BOOKED",2200 Block of 35TH AV,-122.4931007,37.74507173
01/05/2015 21:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,BAYVIEW,NONE,100 Block of BRUSSELS ST,-122.4068864,37.73008933
01/05/2015 20:50,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Monday,SOUTHERN,NONE,800 Block of MARKET ST,-122.4066906,37.78520719
01/05/2015 20:50,FRAUD,"CREDIT CARD, THEFT BY USE OF",Monday,MISSION,NONE,2000 Block of MISSION ST,-122.4195204,37.76422894
01/05/2015 20:49,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Monday,TENDERLOIN,NONE,400 Block of TURK ST,-122.416343,37.78244651
01/05/2015 20:43,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Monday,SOUTHERN,NONE,1200 Block of HOWARD ST,-122.4124474,37.77563367
01/05/2015 20:30,VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,RICHMOND,NONE,600 Block of EUCLID AV,-122.4562689,37.78389859
01/05/2015 20:30,BURGLARY,"BURGLARY, VEHICLE (ARREST MADE)",Monday,CENTRAL,"ARREST, BOOKED",CHESTNUT ST / LEAVENWORTH ST,-122.4181535,37.80313603
01/05/2015 20:30,STOLEN PROPERTY,"STOLEN PROPERTY, POSSESSION WITH KNOWLEDGE, RECEIVING",Monday,CENTRAL,"ARREST, BOOKED",CHESTNUT ST / LEAVENWORTH ST,-122.4181535,37.80313603
01/05/2015 20:30,OTHER OFFENSES,POSSESSION OF BURGLARY TOOLS,Monday,CENTRAL,"ARREST, BOOKED",CHESTNUT ST / LEAVENWORTH ST,-122.4181535,37.80313603
01/05/2015 20:30,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,PARK,NONE,1200 Block of GROVE ST,-122.437181,37.77608382
01/05/2015 20:30,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,NORTHERN,NONE,LAGUNA ST / WILLOW ST,-122.4274919,37.78252202
01/05/2015 20:30,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,NORTHERN,NONE,PINE ST / FRANKLIN ST,-122.4237852,37.78920263
01/05/2015 20:30,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,CENTRAL,NONE,POWELL ST / JEFFERSON ST,-122.4125272,37.80862506
01/05/2015 20:15,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Monday,NORTHERN,NONE,1300 Block of VANNESS AV,-122.421973,37.78774417
01/05/2015 20:10,NON-CRIMINAL,SEARCH WARRANT SERVICE,Monday,NORTHERN,"ARREST, BOOKED",2600 Block of STEINER ST,-122.4364076,37.79361468
01/05/2015 20:10,ARSON,ARSON OF AN INHABITED DWELLING,Monday,NORTHERN,"ARREST, BOOKED",2600 Block of STEINER ST,-122.4364076,37.79361468
01/05/2015 20:10,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Monday,NORTHERN,"ARREST, BOOKED",2600 Block of STEINER ST,-122.4364076,37.79361468
01/05/2015 20:10,WARRANTS,WARRANT ARREST,Monday,NORTHERN,"ARREST, BOOKED",2600 Block of STEINER ST,-122.4364076,37.79361468
01/05/2015 20:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Monday,SOUTHERN,NONE,1ST ST / FOLSOM ST,-122.3944849,37.78729824
01/05/2015 20:00,ASSAULT,THREATS AGAINST LIFE,Monday,BAYVIEW,NONE,1500 Block of THOMAS AV,-122.3903321,37.72993752
01/05/2015 20:00,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Monday,NORTHERN,NONE,OAK ST / LAGUNA ST,-122.4258917,37.7745986
01/05/2015 20:00,BURGLARY,"BURGLARY,BLDG. UNDER CONSTRUCTION, UNLAWFUL ENTRY",Monday,NORTHERN,NONE,200 Block of PAGE ST,-122.4248514,37.77382983
01/05/2015 19:50,ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Monday,TARAVAL,NONE,2000 Block of 28TH AV,-122.48586,37.74913125
01/05/2015 19:50,LARCENY/THEFT,PETTY THEFT FROM UNLOCKED AUTO,Monday,TARAVAL,NONE,2000 Block of 28TH AV,-122.48586,37.74913125
01/05/2015 19:50,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Monday,TARAVAL,"ARREST, BOOKED",EUCALYPTUS DR / 20TH AV,-122.475925,37.73110203
01/05/2015 19:45,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Monday,TENDERLOIN,NONE,OFARRELL ST / STOCKTON ST,-122.4064017,37.78661446
01/05/2015 19:35,ROBBERY,"ROBBERY ON THE STREET, STRONGARM",Monday,BAYVIEW,NONE,1500 Block of 20TH ST,-122.3967809,37.76005076
01/05/2015 19:30,OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Monday,TARAVAL,NONE,2400 Block of 30TH AV,-122.4873411,37.74158284
01/05/2015 19:30,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Monday,TENDERLOIN,"ARREST, BOOKED",EDDY ST / LARKIN ST,-122.4175307,37.78331075
01/05/2015 19:30,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Monday,SOUTHERN,NONE,FOLSOM ST / 5TH ST,-122.4033904,37.78026558
01/05/2015 19:30,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Monday,SOUTHERN,NONE,6TH ST / MARKET ST,-122.4102935,37.78223059
01/05/2015 19:20,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Monday,CENTRAL,NONE,300 Block of BAY ST,-122.4128038,37.80577399
01/05/2015 19:17,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Monday,SOUTHERN,NONE,DIVISION ST / POTRERO AV,-122.4080113,37.76924445
01/05/2015 19:04,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Monday,MISSION,NONE,900 Block of POTRERO AV,-122.4066049,37.75715804
01/05/2015 19:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,CENTRAL,NONE,400 Block of THE EMBARCADERONORTH ST,-122.3967085,37.79787289
01/05/2015 19:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,RICHMOND,NONE,1900 Block of PIERCE ST,-122.4369658,37.78802807
01/05/2015 19:00,NON-CRIMINAL,LOST PROPERTY,Monday,SOUTHERN,NONE,800 Block of MARKET ST,-122.406521,37.78506294
01/05/2015 19:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,CENTRAL,NONE,MASON ST / PINE ST,-122.4106268,37.79088068
01/05/2015 19:00,ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Monday,CENTRAL,NONE,300 Block of CALIFORNIA ST,-122.4005647,37.79318751
01/05/2015 19:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Monday,MISSION,NONE,0 Block of DOLORES ST,-122.4269049,37.76844032
01/05/2015 19:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Monday,SOUTHERN,NONE,HOWARD ST / STEUART ST,-122.3916489,37.79200525
01/05/2015 19:00,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Monday,MISSION,NONE,2900 Block of 16TH ST,-122.4180604,37.76520357
01/05/2015 18:47,ASSAULT,"FIREARM, DISCHARGING IN GROSSLY NEGLIGENT MANNER",Monday,BAYVIEW,"ARREST, BOOKED",1500 Block of THOMAS AV,-122.3904123,37.72984801
01/05/2015 18:47,OTHER OFFENSES,VIOLATION OF RESTRAINING ORDER,Monday,BAYVIEW,"ARREST, BOOKED",1500 Block of THOMAS AV,-122.3904123,37.72984801
01/05/2015 18:47,VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,BAYVIEW,"ARREST, BOOKED",1500 Block of THOMAS AV,-122.3904123,37.72984801
01/05/2015 18:47,WEAPON LAWS,POSS OF FIREARM BY CONVICTED FELON/ADDICT/ALIEN,Monday,BAYVIEW,"ARREST, BOOKED",1500 Block of THOMAS AV,-122.3904123,37.72984801
01/05/2015 18:47,SECONDARY CODES,DOMESTIC VIOLENCE,Monday,BAYVIEW,"ARREST, BOOKED",1500 Block of THOMAS AV,-122.3904123,37.72984801
01/05/2015 18:45,VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,NORTHERN,NONE,VANNESS AV / GEARY BL,-122.4213958,37.78568434
01/05/2015 18:45,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,NORTHERN,NONE,FILLMORE ST / GOLDEN GATE AV,-122.4319524,37.77956475
01/05/2015 18:45,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,BAYVIEW,NONE,800 Block of CHINABASIN ST,-122.386775,37.76537752
01/05/2015 18:36,OTHER OFFENSES,EVADING A POLICE OFFICER RECKLESSLY,Monday,PARK,"ARREST, BOOKED",DIVISADERO ST / TURK ST,-122.4387417,37.77965932
01/05/2015 18:36,OTHER OFFENSES,"TRAFFIC COLLISION, HIT & RUN, PROPERTY DAMAGE",Monday,PARK,"ARREST, BOOKED",DIVISADERO ST / TURK ST,-122.4387417,37.77965932
01/05/2015 18:36,DRUG/NARCOTIC,POSSESSION OF MARIJUANA FOR SALES,Monday,PARK,"ARREST, BOOKED",DIVISADERO ST / TURK ST,-122.4387417,37.77965932
01/05/2015 18:36,OTHER OFFENSES,RESISTING ARREST,Monday,PARK,"ARREST, BOOKED",DIVISADERO ST / TURK ST,-122.4387417,37.77965932
01/05/2015 18:36,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Monday,PARK,"ARREST, BOOKED",DIVISADERO ST / TURK ST,-122.4387417,37.77965932
01/05/2015 18:30,VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,CENTRAL,NONE,CLAY ST / JONES ST,-122.414474,37.79322182
01/05/2015 18:30,WARRANTS,WARRANT ARREST,Monday,MISSION,"ARREST, BOOKED",900 Block of POTRERO AV,-122.4066049,37.75715804
01/05/2015 18:30,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,SOUTHERN,NONE,RHODEISLAND ST / 15TH ST,-122.4026877,37.76607541
01/05/2015 18:30,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,CENTRAL,NONE,MONTGOMERY ST / FRANCISCO ST,-122.4053614,37.80569474
01/05/2015 18:26,BURGLARY,"BURGLARY,STORE UNDER CONSTRUCTION, UNLAWFUL ENTRY",Monday,MISSION,NONE,600 Block of YORK ST,-122.4091626,37.76116373
01/05/2015 18:23,WARRANTS,WARRANT ARREST,Monday,SOUTHERN,"ARREST, BOOKED",800 Block of BRYANT ST,-122.4034048,37.77542071
01/05/2015 18:12,NON-CRIMINAL,AIDED CASE -PROPERTY FOR DESTRUCTION,Monday,PARK,NONE,100 Block of BAKER ST,-122.4405742,37.77226365
01/05/2015 18:06,NON-CRIMINAL,FOUND PROPERTY,Monday,SOUTHERN,NONE,1200 Block of MARKET ST,-122.4154442,37.77802457
01/05/2015 18:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,NORTHERN,NONE,1600 Block of LOMBARD ST,-122.4286408,37.80066386
01/05/2015 18:00,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Monday,INGLESIDE,NONE,NAPLES ST / FRANCE AV,-122.4335547,37.71774339
01/05/2015 18:00,LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Monday,PARK,NONE,800 Block of CLAYTON ST,-122.4477975,37.76559675
01/05/2015 18:00,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Monday,INGLESIDE,"ARREST, BOOKED",400 Block of BANKS ST,-122.4127339,37.73764111
01/05/2015 18:00,NON-CRIMINAL,SEARCH WARRANT SERVICE,Monday,INGLESIDE,"ARREST, BOOKED",400 Block of BANKS ST,-122.4127339,37.73764111
01/05/2015 18:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,BAYVIEW,NONE,200 Block of TOPEKA AV,-122.3972287,37.73298125
01/05/2015 18:00,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Monday,SOUTHERN,NONE,4TH ST / MISSION ST,-122.4042702,37.78447885
01/05/2015 18:00,SEX OFFENSES FORCIBLE,"CHILD ABUSE, EXPLOITATION",Monday,INGLESIDE,"ARREST, BOOKED",400 Block of BANKS ST,-122.4127339,37.73764111
01/05/2015 18:00,VEHICLE THEFT,STOLEN TRUCK,Monday,NORTHERN,NONE,FILLMORE ST / POST ST,-122.4330842,37.78514992
01/05/2015 18:00,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Monday,SOUTHERN,NONE,THE EMBARCADEROSOUTH ST / FOLSOM ST,-122.3900942,37.79076386
01/05/2015 18:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.4034048,37.77542071
01/05/2015 18:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,CENTRAL,NONE,400 Block of MASON ST,-122.4099253,37.7877641
01/05/2015 18:00,SEX OFFENSES FORCIBLE,"CHILD ABUSE, PORNOGRAPHY",Monday,INGLESIDE,"ARREST, BOOKED",400 Block of BANKS ST,-122.4127339,37.73764111
01/05/2015 18:00,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,Monday,INGLESIDE,"ARREST, BOOKED",400 Block of BANKS ST,-122.4127339,37.73764111
01/05/2015 18:00,DRUG/NARCOTIC,POSSESSION OF COCAINE FOR SALES,Monday,INGLESIDE,"ARREST, BOOKED",400 Block of BANKS ST,-122.4127339,37.73764111
01/05/2015 18:00,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE FOR SALE,Monday,INGLESIDE,"ARREST, BOOKED",400 Block of BANKS ST,-122.4127339,37.73764111
01/05/2015 18:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Monday,INGLESIDE,"ARREST, BOOKED",400 Block of BANKS ST,-122.4127339,37.73764111
01/05/2015 18:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,CENTRAL,NONE,1200 Block of BUSH ST,-122.4178416,37.78895369
01/05/2015 18:00,NON-CRIMINAL,FOUND PROPERTY,Monday,RICHMOND,NONE,4300 Block of CLEMENT ST,-122.5057819,37.78110563
01/05/2015 18:00,BURGLARY,"BURGLARY OF FLAT, UNLAWFUL ENTRY",Monday,PARK,NONE,2000 Block of HAYES ST,-122.4501547,37.77336401
01/05/2015 18:00,BURGLARY,"BURGLARY, UNLAWFUL ENTRY",Monday,PARK,NONE,2000 Block of HAYES ST,-122.4501547,37.77336401
01/05/2015 17:55,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,SOUTHERN,NONE,GOLDEN GATE AV / MARKET ST,-122.4102935,37.78223059
01/05/2015 17:52,DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,Monday,MISSION,"ARREST, BOOKED",16TH ST / MISSION ST,-122.4196718,37.76505012
01/05/2015 17:52,WARRANTS,WARRANT ARREST,Monday,MISSION,"ARREST, BOOKED",16TH ST / MISSION ST,-122.4196718,37.76505012
01/05/2015 17:51,OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Monday,TARAVAL,NONE,3900 Block of ALEMANY BL,-122.4681053,37.71096391
01/05/2015 17:50,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Monday,CENTRAL,NONE,STOCKTON ST / SUTTER ST,-122.4069587,37.78943476
01/05/2015 17:45,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Monday,TARAVAL,"ARREST, BOOKED",200 Block of WINSTON DR,-122.4754918,37.72683084
01/05/2015 17:43,FORGERY/COUNTERFEITING,FORGERY & COUNTERFEITING (GENERAL),Monday,SOUTHERN,NONE,900 Block of MARKET ST,-122.4097084,37.78282765
01/05/2015 17:30,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,SOUTHERN,NONE,3RD ST / CLEMENTINA ST,-122.3994628,37.78421304
01/05/2015 17:30,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Monday,RICHMOND,NONE,5800 Block of GEARY BL,-122.4820702,37.78033428
